flow_id,created_at,finished_at,status,type,region,user_id,org_id,tokens_in,tokens_out,llm_calls
31b772c2-e111-4bdb-a589-21459a5d7b97,2024-10-09 15:11:45.933316 UTC,2024-10-09 15:12:01.666130 UTC,SUCCESS,summarize,uk,b86fb6e03cec3b75e068be97dbdd438258bcca651ce6751c7c518a69cbd83187,d01be009027a2c7d82e0e00080c9ec3220440466cee6888e66f7c54c23eff5b8,2052,249,2
9c74b304-8582-4a7a-b5e6-c7003e535ad7,2024-10-09 14:59:03.030554 UTC,2024-10-09 14:59:29.671012 UTC,SUCCESS,summarize,uk,b86fb6e03cec3b75e068be97dbdd438258bcca651ce6751c7c518a69cbd83187,d01be009027a2c7d82e0e00080c9ec3220440466cee6888e66f7c54c23eff5b8,5652,757,5
fbd4158c-37b6-468d-8728-9ee08e63e7be,2024-10-09 15:14:54.571034 UTC,2024-10-09 15:15:08.856421 UTC,SUCCESS,summarize,uk,b86fb6e03cec3b75e068be97dbdd438258bcca651ce6751c7c518a69cbd83187,d01be009027a2c7d82e0e00080c9ec3220440466cee6888e66f7c54c23eff5b8,989,224,1
a2b75a3d-2b7b-4233-9214-1102c6fd566c,2024-10-09 14:56:28.791188 UTC,2024-10-09 14:56:43.225871 UTC,SUCCESS,summarize,uk,b86fb6e03cec3b75e068be97dbdd438258bcca651ce6751c7c518a69cbd83187,d01be009027a2c7d82e0e00080c9ec3220440466cee6888e66f7c54c23eff5b8,1455,228,1
e7584fec-0fc8-4e6f-869a-ed9e8779f44a,2024-10-09 15:13:02.578773 UTC,2024-10-09 15:13:19.864128 UTC,SUCCESS,summarize,uk,b86fb6e03cec3b75e068be97dbdd438258bcca651ce6751c7c518a69cbd83187,d01be009027a2c7d82e0e00080c9ec3220440466cee6888e66f7c54c23eff5b8,3178,359,3
1ed2015d-8d9d-47ef-980d-47a9634a3191,2024-10-09 08:52:56.906393 UTC,2024-10-09 08:54:15.550535 UTC,SUCCESS,summarize,uk,945bde0c48f4e5b847ccfb759c7f72ef143f59bbbe46d86713f63f6b57555a54,154b1a9cc794e2528126f8b412de4ee9f2abaa782fcf9aea2e66fd9c574f0db7,35134,3303,10
f9f18ba9-d8ba-4d4c-90fd-aaaf5bc8fd06,2024-10-09 08:26:44.971119 UTC,2024-10-09 08:27:31.460935 UTC,SUCCESS,summarize,uk,945bde0c48f4e5b847ccfb759c7f72ef143f59bbbe46d86713f63f6b57555a54,154b1a9cc794e2528126f8b412de4ee9f2abaa782fcf9aea2e66fd9c574f0db7,19963,1704,6
d59e1a07-c8e4-4f46-8a16-babf7d63cf16,2024-10-09 15:21:12.058129 UTC,2024-10-09 15:23:10.173077 UTC,SUCCESS,summarize,uk,91d2f0830227ee2106a3163a749be88e17ec51f23bb3b38f2e69b6d9717aaf73,18bc4409c59564464d0fb8a5859f62b6595dd39b726c1cc3e6f3590f2e5be07d,84329,6386,22
acf0464d-b403-4a93-965d-48b2bab373f1,2024-10-09 15:31:16.234646 UTC,2024-10-09 15:33:54.318757 UTC,SUCCESS,summarize,uk,91d2f0830227ee2106a3163a749be88e17ec51f23bb3b38f2e69b6d9717aaf73,18bc4409c59564464d0fb8a5859f62b6595dd39b726c1cc3e6f3590f2e5be07d,411417,37304,106
e70d6ac3-4786-4b62-ba1b-711612b963c5,2024-10-09 15:25:31.468322 UTC,2024-10-09 15:27:35.214342 UTC,SUCCESS,summarize,uk,91d2f0830227ee2106a3163a749be88e17ec51f23bb3b38f2e69b6d9717aaf73,18bc4409c59564464d0fb8a5859f62b6595dd39b726c1cc3e6f3590f2e5be07d,297881,26236,78
3f6d984d-7c5d-4375-8fa9-b93b355d1c83,2024-10-09 15:34:56.135994 UTC,2024-10-09 15:41:21.835740 UTC,SUCCESS,summarize,uk,91d2f0830227ee2106a3163a749be88e17ec51f23bb3b38f2e69b6d9717aaf73,18bc4409c59564464d0fb8a5859f62b6595dd39b726c1cc3e6f3590f2e5be07d,1314063,190344,335
a588202c-f55e-4a29-aaf0-8684b1a4d8f5,2024-10-09 15:59:49.277053 UTC,2024-10-09 16:00:19.993600 UTC,SUCCESS,summarize,uk,333b1e486769a38d3e23f5f9995a187f4000b8e6da25ff4397850c636096db72,154b1a9cc794e2528126f8b412de4ee9f2abaa782fcf9aea2e66fd9c574f0db7,6830,1064,5
78448aad-56df-4b24-8285-dd09501e14fd,2024-10-09 15:48:11.045734 UTC,2024-10-09 15:50:36.708102 UTC,SUCCESS,summarize,uk,333b1e486769a38d3e23f5f9995a187f4000b8e6da25ff4397850c636096db72,154b1a9cc794e2528126f8b412de4ee9f2abaa782fcf9aea2e66fd9c574f0db7,540275,76363,387
122fd429-4c9f-4045-b204-fb6605fff060,2024-10-09 14:22:49.278944 UTC,2024-10-09 14:23:22.535501 UTC,SUCCESS,summarize,uk,af24f7ee3c2f7ef7374cd1abc51ca579fdd30311f9657614b4a103e3f010e3e3,22a69c7d176855ba4688babb9429f8a00810f16f854ce1ae4e5767a2792b1edf,13834,1075,4
56e50245-5e41-4c31-aac1-f0f0938dfa0e,2024-10-09 15:20:27.664662 UTC,2024-10-09 15:21:41.196576 UTC,SUCCESS,summarize,uk,c01618f762b0ee113b1e51ce6840c7f90b623a072e21fb3da9a914d3c7035959,a095db703776d1f10870597af2c1a67308a8f23ed2c21deceb66246f479856ad,91818,13599,62
91fbb179-ee1b-43dc-a490-a84788624888,2024-10-09 15:22:14.502582 UTC,2024-10-09 15:23:04.252783 UTC,SUCCESS,summarize,uk,c01618f762b0ee113b1e51ce6840c7f90b623a072e21fb3da9a914d3c7035959,a095db703776d1f10870597af2c1a67308a8f23ed2c21deceb66246f479856ad,30243,4365,20
5e5cec7d-faf1-4c4f-9d79-e54349633a8f,2024-10-09 15:39:39.121234 UTC,2024-10-09 15:39:58.158058 UTC,SUCCESS,summarize,uk,c01618f762b0ee113b1e51ce6840c7f90b623a072e21fb3da9a914d3c7035959,a095db703776d1f10870597af2c1a67308a8f23ed2c21deceb66246f479856ad,4734,447,1
b733969b-6692-4923-9bc1-e017a8fc8b26,2024-10-09 15:38:56.170962 UTC,2024-10-09 15:39:16.249132 UTC,SUCCESS,summarize,uk,c01618f762b0ee113b1e51ce6840c7f90b623a072e21fb3da9a914d3c7035959,a095db703776d1f10870597af2c1a67308a8f23ed2c21deceb66246f479856ad,13411,368,1
e8b23418-6e95-4241-a7be-9ac5a5b91693,2024-10-09 08:23:49.253921 UTC,2024-10-09 08:25:03.357284 UTC,SUCCESS,summarize,uk,62d62d1d15579ff1526bf76aa317d434eb6f49ca0cfe3866ee2f49347e524245,9828e4879f5da374b98c13abd4a582d806f7781f7a87e44330402700b0a072e7,58551,10526,37
8e6fe443-5863-49a1-a8eb-181bca73145b,2024-10-09 08:30:30.663777 UTC,2024-10-09 08:31:16.612081 UTC,SUCCESS,summarize,uk,62d62d1d15579ff1526bf76aa317d434eb6f49ca0cfe3866ee2f49347e524245,9828e4879f5da374b98c13abd4a582d806f7781f7a87e44330402700b0a072e7,23282,1953,6
8fe9ebe7-5f32-44aa-96ef-3bf307889905,2024-10-09 17:34:00.528360 UTC,2024-10-09 17:35:36.591773 UTC,SUCCESS,summarize,uk,71bd2c213458ffc243aab8ae515d6b975c433356c90806b24a7e8cdef20b1812,d0188f342ee1f13bb618c45c6ee0336e58770b3fb27dfee99eaa6c00b88a1a11,95690,10001,26
e6cd07d0-83a3-4eba-8b3a-22afbb49c4be,2024-10-09 10:12:18.088628 UTC,2024-10-09 10:15:01.651665 UTC,SUCCESS,summarize,uk,c3fc3b3bde6c968d1900c4c0048485a556bdf34cdcf74fe6d4dbf847c42e8e24,962d2e1a1b6bc0a3ec2e6b8f74add73ca4295d2a8d02db649d00b54071700a2a,177753,15922,44
e6349741-c6b1-42e4-949b-8f034505a746,2024-10-09 10:09:23.902574 UTC,2024-10-09 10:10:41.832615 UTC,SUCCESS,summarize,uk,c3fc3b3bde6c968d1900c4c0048485a556bdf34cdcf74fe6d4dbf847c42e8e24,962d2e1a1b6bc0a3ec2e6b8f74add73ca4295d2a8d02db649d00b54071700a2a,117811,2554,7
8e7ca77a-1411-4153-8489-15e5d0c42b32,2024-10-09 14:07:36.929853 UTC,2024-10-09 14:08:29.527450 UTC,SUCCESS,summarize,uk,466f7b8ef66ea415afe8fccb4db43d51a6433264735d40d387f0ee5e7b819c18,e12febdc748f6acd2921a886343e1f41d133de7c19fb9bb4a7f871f85a2da7f3,15964,1900,5
9e0450d5-a6dd-4d69-bc67-206c8014baad,2024-10-09 03:45:16.534289 UTC,2024-10-09 03:45:30.276432 UTC,SUCCESS,summarize,uk,ddcd47df499ffc029bf41941a7632c8b293d5f22d908ec93e8f00c612df0c6e4,9c18ae25ca43464575f91845d37cdc2cf5bdeba07333867ccdf6f0d9e3891da6,1001,59,2
d29b2c6c-9ff8-48fc-8555-5ed38b5288c7,2024-10-09 10:46:37.965057 UTC,2024-10-09 10:46:52.102406 UTC,SUCCESS,summarize,uk,ddcd47df499ffc029bf41941a7632c8b293d5f22d908ec93e8f00c612df0c6e4,9c18ae25ca43464575f91845d37cdc2cf5bdeba07333867ccdf6f0d9e3891da6,1024,200,1
c134d0e1-3702-41c8-9cf3-f79c60d17ffc,2024-10-09 16:04:17.821543 UTC,2024-10-09 16:04:55.335998 UTC,SUCCESS,summarize,uk,2d89b70a39b5906cf8db1aa1919c9560fbe2b36b238dd82a3358821a55719715,154b1a9cc794e2528126f8b412de4ee9f2abaa782fcf9aea2e66fd9c574f0db7,13526,1300,4
c4a2c446-bf2c-46ca-87f6-67cb1dc95f98,2024-10-09 16:06:40.539944 UTC,2024-10-09 16:07:36.374021 UTC,SUCCESS,summarize,uk,2d89b70a39b5906cf8db1aa1919c9560fbe2b36b238dd82a3358821a55719715,154b1a9cc794e2528126f8b412de4ee9f2abaa782fcf9aea2e66fd9c574f0db7,26602,3827,17
0cf6b94c-22c3-433c-914d-f8d721f5302e,2024-10-09 06:04:32.398403 UTC,2024-10-09 06:05:39.283110 UTC,SUCCESS,summarize,uk,0b6c031b2ae69100d3bae2acb516c5431e6aaff91af7d8f315799f940922a723,ac2c76f4d160ef3b81bef4ca60edfa4843901c7e8ee5f3699b419b125133308f,28813,2859,8
3ff528f0-4895-4fa0-9029-35d0cf7da01a,2024-10-09 06:18:54.917466 UTC,2024-10-09 06:19:27.446249 UTC,SUCCESS,summarize,uk,0b6c031b2ae69100d3bae2acb516c5431e6aaff91af7d8f315799f940922a723,ac2c76f4d160ef3b81bef4ca60edfa4843901c7e8ee5f3699b419b125133308f,29008,1200,3
0d407453-e55e-4803-a077-35957f090908,2024-10-09 06:05:10.786907 UTC,2024-10-09 06:06:42.567457 UTC,SUCCESS,summarize,uk,0b6c031b2ae69100d3bae2acb516c5431e6aaff91af7d8f315799f940922a723,ac2c76f4d160ef3b81bef4ca60edfa4843901c7e8ee5f3699b419b125133308f,51940,4906,14
67987b37-7932-4e16-9ed7-8d8b11ede55f,2024-10-09 06:19:15.907826 UTC,2024-10-09 06:19:43.946895 UTC,SUCCESS,summarize,uk,0b6c031b2ae69100d3bae2acb516c5431e6aaff91af7d8f315799f940922a723,ac2c76f4d160ef3b81bef4ca60edfa4843901c7e8ee5f3699b419b125133308f,33026,1256,3
f2337485-1aad-4db4-a95e-488392d93f0d,2024-10-09 15:43:54.509460 UTC,2024-10-09 15:44:56.169609 UTC,SUCCESS,contract_answer,uk,dbd3a5a4e8d2fa6b6ffa5171d57da104677cf33989906e5f025d453c2ff79586,53727c0866448715e3aa84931e83c738ca4e4b40257b489f178da61a6e1028ae,90774,2535,16
438d1a2b-5c4a-4fef-806e-1534d8c2882e,2024-10-09 07:40:22.416758 UTC,2024-10-09 07:41:42.975925 UTC,SUCCESS,contract_answer,uk,8c11d1672de0af635bc63714768d14b1a0cea1b63232d2b9554ecb3bca7296f7,c95c022014103bda183bad51dfd93814b58d919e1db7a73e022d892dd8a8b69e,44193,1026,3
eee6a2ad-2d7c-4dda-815b-43a8bb8d060a,2024-10-09 12:30:13.273320 UTC,2024-10-09 12:31:18.805556 UTC,SUCCESS,contract_answer,uk,e40a3bb930eafa1cef71eb46bed2cc4ed39098939ef2d985a755c869e8a32aba,eec3c1ef8e40358d2706492d35267a5aa29fd0f05ef0b4a6af47490bc2052931,74514,382,4
43a3af6c-9535-4fd2-a346-6ce2cffe5a28,2024-10-09 07:42:04.208215 UTC,2024-10-09 07:43:25.095144 UTC,SUCCESS,contract_answer,uk,e71adf49a2596c51a725f94e40ba101672e9174635ccb3667ffe5703595bcbd2,7ced78c1d2e253e834d6a9bfbbbedc4d1741005cc7c51013875f028cba51ffed,27646,607,6
660b92fc-bdaf-465e-9898-7642d3ded653,2024-10-09 10:01:11.533877 UTC,2024-10-09 10:02:19.609381 UTC,SUCCESS,contract_answer,uk,396c1926808e48488864efd6ae6e27291a1ebd9c7e1b11de497e68edfa184293,764703ad73ab84cbd113a169a0d023e254cd6ada3c9ff3cef5bf008c1746b24b,41274,425,3
1f99d1d2-96ca-41b4-ada7-fb41383dcc4f,2024-10-09 15:05:27.504928 UTC,2024-10-09 15:06:12.222412 UTC,SUCCESS,contract_answer,uk,c80a02439ee9ceb804e2aaca037dc649724522efca7abec371253095ba15f841,0baf4683816040c123f425038f17d24987b680b9eadea6f16adc4a4969c6bbf0,30426,543,6
67ac8c6f-b96d-4c2d-a836-bfb3c01c4144,2024-10-09 12:13:15.223118 UTC,2024-10-09 12:13:43.766851 UTC,SUCCESS,contract_answer,uk,c80a02439ee9ceb804e2aaca037dc649724522efca7abec371253095ba15f841,0baf4683816040c123f425038f17d24987b680b9eadea6f16adc4a4969c6bbf0,15904,619,3
52648bf9-26f1-4a8a-9a0b-1525959f4ddc,2024-10-09 16:10:49.143102 UTC,2024-10-09 16:11:17.938320 UTC,SUCCESS,contract_answer,uk,caabb4f7f07a2b487c34a083051582b013d26eca6fc8c768c8c4d234e282de6a,70ff5a797f7a365790cb80215a1cf9644514ed98a71d1c3f731e8f441305b3be,31031,424,3
f502933d-a9b7-406f-8250-d609e906d609,2024-10-09 04:04:34.678329 UTC,2024-10-09 04:04:56.352033 UTC,SUCCESS,contract_answer,uk,6263e1527d1f9506fa66e7aebf8d5c8871261ad82805d5cffabd8aeccbbe26d1,c95c022014103bda183bad51dfd93814b58d919e1db7a73e022d892dd8a8b69e,6332,235,3
0b8400d2-eaaa-4eb2-a8fe-16f41109e189,2024-10-09 01:35:53.979655 UTC,2024-10-09 01:36:15.586321 UTC,SUCCESS,contract_answer,uk,6263e1527d1f9506fa66e7aebf8d5c8871261ad82805d5cffabd8aeccbbe26d1,c95c022014103bda183bad51dfd93814b58d919e1db7a73e022d892dd8a8b69e,6994,188,3
a8b64ddf-2ea7-4475-8496-84fac04c185d,2024-10-09 04:12:04.721964 UTC,2024-10-09 04:12:28.381439 UTC,SUCCESS,contract_answer,uk,6263e1527d1f9506fa66e7aebf8d5c8871261ad82805d5cffabd8aeccbbe26d1,c95c022014103bda183bad51dfd93814b58d919e1db7a73e022d892dd8a8b69e,4682,605,2
7ed9fd52-96a9-4c84-8b5e-5a282a4da6ef,2024-10-09 16:37:50.452974 UTC,2024-10-09 16:39:25.008922 UTC,SUCCESS,contract_answer,uk,c8bff1548d9a265dbd5903f7491792bc2729409822fab5159d4c0960ab84ab3c,154b1a9cc794e2528126f8b412de4ee9f2abaa782fcf9aea2e66fd9c574f0db7,150487,2611,9
eb269fd9-e707-4e96-b2e9-66441fe50228,2024-10-09 08:47:36.699295 UTC,2024-10-09 08:48:28.316802 UTC,SUCCESS,contract_answer,uk,9166dc307087ff7138c8888a5dfcde7bb28cdb4a66350bc758cebb8b51626728,154b1a9cc794e2528126f8b412de4ee9f2abaa782fcf9aea2e66fd9c574f0db7,13109,620,3
777eddcb-0081-44a7-bfaa-8055091f1975,2024-10-09 15:00:32.050101 UTC,2024-10-09 15:02:10.836057 UTC,SUCCESS,contract_answer,uk,20b0c0f069884f6bd69084ad74e4c878e19545e7bde4cf73d8660aa5f2c2812d,764703ad73ab84cbd113a169a0d023e254cd6ada3c9ff3cef5bf008c1746b24b,40646,409,3
015fb076-49eb-44c7-ac90-7db572c577b2,2024-10-09 15:03:40.186038 UTC,2024-10-09 15:04:58.784221 UTC,SUCCESS,contract_answer,uk,20b0c0f069884f6bd69084ad74e4c878e19545e7bde4cf73d8660aa5f2c2812d,764703ad73ab84cbd113a169a0d023e254cd6ada3c9ff3cef5bf008c1746b24b,40747,388,3
